Date,Time,Global_active_power,Consumption
2/1/2007,1:56:00,0.546,0.00182
2/1/2007,1:57:00,0.532,0.001773333
2/1/2007,1:58:00,0.474,0.00158
2/1/2007,1:59:00,0.47,0.001566667
2/1/2007,2:00:00,0.47,0.001566667
2/1/2007,2:01:00,0.476,0.001586667
2/1/2007,2:02:00,0.48,0.0016
2/1/2007,2:03:00,0.478,0.001593333
2/1/2007,2:04:00,0.478,0.001593333
2/1/2007,2:05:00,0.476,0.001586667
2/1/2007,2:06:00,0.458,0.001526667
2/1/2007,2:07:00,0.382,0.001273333
2/1/2007,2:08:00,0.382,0.001273333
2/1/2007,2:09:00,0.382,0.001273333
2/1/2007,2:10:00,0.382,0.001273333
2/1/2007,2:11:00,0.382,0.001273333
2/1/2007,2:12:00,0.382,0.001273333
2/1/2007,2:13:00,0.382,0.001273333
2/1/2007,2:14:00,0.382,0.001273333
2/1/2007,2:15:00,0.384,0.00128
2/1/2007,2:16:00,0.384,0.00128
2/1/2007,2:17:00,0.386,0.001286667
2/1/2007,2:18:00,0.386,0.001286667
2/1/2007,2:19:00,0.384,0.00128
2/1/2007,2:20:00,0.384,0.00128
2/1/2007,2:21:00,0.384,0.00128
2/1/2007,2:22:00,0.384,0.00128
2/1/2007,2:23:00,0.382,0.001273333
2/1/2007,2:24:00,0.382,0.001273333
2/1/2007,2:25:00,0.382,0.001273333
2/1/2007,2:26:00,0.386,0.001286667
2/1/2007,2:27:00,0.386,0.001286667
2/1/2007,2:28:00,0.39,0.0013
2/1/2007,2:29:00,0.386,0.001286667
2/1/2007,2:30:00,0.412,0.001373333
2/1/2007,2:31:00,0.458,0.001526667
2/1/2007,2:32:00,0.46,0.001533333
2/1/2007,2:33:00,0.482,0.001606667
2/1/2007,2:34:00,0.568,0.001893333
2/1/2007,2:35:00,0.564,0.00188
2/1/2007,2:36:00,0.562,0.001873333
2/1/2007,2:37:00,0.562,0.001873333
2/1/2007,2:38:00,0.538,0.001793333
2/1/2007,2:39:00,0.488,0.001626667
2/1/2007,2:40:00,0.488,0.001626667
2/1/2007,2:41:00,0.484,0.001613333
2/1/2007,2:42:00,0.482,0.001606667
2/1/2007,2:43:00,0.48,0.0016
2/1/2007,2:44:00,0.478,0.001593333
2/1/2007,2:45:00,0.478,0.001593333
2/1/2007,2:46:00,0.48,0.0016
2/1/2007,2:47:00,0.482,0.001606667
2/1/2007,2:48:00,0.464,0.001546667
2/1/2007,2:49:00,0.388,0.001293333
2/1/2007,2:50:00,0.388,0.001293333
2/1/2007,2:51:00,0.386,0.001286667
2/1/2007,2:52:00,0.384,0.00128
2/1/2007,2:53:00,0.384,0.00128
2/1/2007,2:54:00,0.384,0.00128
2/1/2007,2:55:00,0.384,0.00128
2/1/2007,2:56:00,0.384,0.00128
2/1/2007,2:57:00,0.384,0.00128
2/1/2007,2:58:00,0.408,0.00136
2/1/2007,2:59:00,0.468,0.00156
2/1/2007,3:00:00,0.47,0.001566667
2/1/2007,3:01:00,0.466,0.001553333
2/1/2007,3:02:00,0.466,0.001553333
2/1/2007,3:03:00,0.468,0.00156
2/1/2007,3:04:00,0.468,0.00156
2/1/2007,3:05:00,0.47,0.001566667
2/1/2007,3:06:00,0.468,0.00156
2/1/2007,3:07:00,0.47,0.001566667
2/1/2007,3:08:00,0.47,0.001566667
2/1/2007,3:09:00,0.468,0.00156
2/1/2007,3:10:00,0.468,0.00156
2/1/2007,3:11:00,0.468,0.00156
2/1/2007,3:12:00,0.556,0.001853333
2/1/2007,3:13:00,0.538,0.001793333
2/1/2007,3:14:00,0.538,0.001793333
2/1/2007,3:15:00,0.538,0.001793333
2/1/2007,3:16:00,0.644,0.002146667
2/1/2007,3:17:00,0.644,0.002146667
2/1/2007,3:18:00,0.638,0.002126667
2/1/2007,3:19:00,0.622,0.002073333
2/1/2007,3:20:00,0.562,0.001873333
2/1/2007,3:21:00,0.56,0.001866667
2/1/2007,3:22:00,0.558,0.00186
2/1/2007,3:23:00,0.556,0.001853333
2/1/2007,3:24:00,0.554,0.001846667
2/1/2007,3:25:00,0.55,0.001833333
2/1/2007,3:26:00,0.482,0.001606667
2/1/2007,3:27:00,0.48,0.0016
2/1/2007,3:28:00,0.48,0.0016
2/1/2007,3:29:00,0.478,0.001593333
2/1/2007,3:30:00,0.478,0.001593333
2/1/2007,3:31:00,0.384,0.00128
2/1/2007,3:32:00,0.382,0.001273333
2/1/2007,3:33:00,0.378,0.00126
2/1/2007,3:34:00,0.378,0.00126
2/1/2007,3:35:00,0.38,0.001266667
2/1/2007,3:36:00,0.38,0.001266667
2/1/2007,3:37:00,0.38,0.001266667
2/1/2007,3:38:00,0.382,0.001273333
2/1/2007,3:39:00,0.382,0.001273333
2/1/2007,3:40:00,0.384,0.00128
2/1/2007,3:41:00,0.388,0.001293333
2/1/2007,3:42:00,0.39,0.0013
2/1/2007,3:43:00,0.388,0.001293333
2/1/2007,3:44:00,0.388,0.001293333
2/1/2007,3:45:00,0.388,0.001293333
2/1/2007,3:46:00,0.386,0.001286667
2/1/2007,3:47:00,0.384,0.00128
2/1/2007,3:48:00,0.386,0.001286667
2/1/2007,3:49:00,0.386,0.001286667
2/1/2007,3:50:00,0.384,0.00128
2/1/2007,3:51:00,0.384,0.00128
2/1/2007,3:52:00,0.384,0.00128
2/1/2007,3:53:00,0.44,0.001466667
2/1/2007,3:54:00,0.454,0.001513333
2/1/2007,3:55:00,0.456,0.00152
2/1/2007,3:56:00,0.456,0.00152
2/1/2007,3:57:00,0.456,0.00152
2/1/2007,3:58:00,0.5,0.001666667
2/1/2007,3:59:00,0.566,0.001886667
2/1/2007,4:00:00,0.562,0.001873333
2/1/2007,4:01:00,0.512,0.001706667
2/1/2007,4:02:00,0.488,0.001626667
2/1/2007,4:03:00,0.49,0.001633333
2/1/2007,4:04:00,0.488,0.001626667
2/1/2007,4:05:00,0.484,0.001613333
2/1/2007,4:06:00,0.484,0.001613333
2/1/2007,4:07:00,0.482,0.001606667
2/1/2007,4:08:00,0.484,0.001613333
2/1/2007,4:09:00,0.482,0.001606667
2/1/2007,4:10:00,0.478,0.001593333
2/1/2007,4:11:00,0.478,0.001593333
2/1/2007,4:12:00,0.474,0.00158
2/1/2007,4:13:00,0.412,0.001373333
2/1/2007,4:14:00,0.374,0.001246667
2/1/2007,4:15:00,0.376,0.001253333
2/1/2007,4:16:00,0.376,0.001253333
2/1/2007,4:17:00,0.378,0.00126
2/1/2007,4:18:00,0.378,0.00126
2/1/2007,4:19:00,0.378,0.00126
2/1/2007,4:20:00,0.38,0.001266667
2/1/2007,4:21:00,0.382,0.001273333
2/1/2007,4:22:00,0.382,0.001273333
2/1/2007,4:23:00,0.38,0.001266667
2/1/2007,4:24:00,0.38,0.001266667
2/1/2007,4:25:00,0.38,0.001266667
2/1/2007,4:26:00,0.57,0.0019
2/1/2007,4:27:00,1.534,0.005113333
2/1/2007,4:28:00,1.522,0.005073333
2/1/2007,4:29:00,1.486,0.004953333
2/1/2007,4:30:00,1.472,0.004906667
2/1/2007,4:31:00,1.464,0.00488
2/1/2007,4:32:00,1.458,0.00486
2/1/2007,4:33:00,1.458,0.00486
2/1/2007,4:34:00,1.474,0.004913333
2/1/2007,4:35:00,1.518,0.00506
2/1/2007,4:36:00,1.54,0.005133333
2/1/2007,4:37:00,1.538,0.005126667
2/1/2007,4:38:00,1.542,0.00514
2/1/2007,4:39:00,1.54,0.005133333
2/1/2007,4:40:00,1.55,0.005166667
2/1/2007,4:41:00,1.636,0.005453333
2/1/2007,4:42:00,1.632,0.00544
2/1/2007,4:43:00,1.582,0.005273333
2/1/2007,4:44:00,1.548,0.00516
2/1/2007,4:45:00,1.556,0.005186667
2/1/2007,4:46:00,1.548,0.00516
2/1/2007,4:47:00,1.558,0.005193333
2/1/2007,4:48:00,1.574,0.005246667
2/1/2007,4:49:00,1.572,0.00524
2/1/2007,4:50:00,1.568,0.005226667
2/1/2007,4:51:00,1.574,0.005246667
2/1/2007,4:52:00,1.578,0.00526
2/1/2007,4:53:00,1.564,0.005213333
2/1/2007,4:54:00,1.562,0.005206667
2/1/2007,4:55:00,1.512,0.00504
2/1/2007,4:56:00,1.464,0.00488
2/1/2007,4:57:00,1.456,0.004853333
2/1/2007,4:58:00,1.454,0.004846667
2/1/2007,4:59:00,1.452,0.00484
2/1/2007,5:00:00,1.448,0.004826667
2/1/2007,5:01:00,1.452,0.00484
2/1/2007,5:02:00,1.448,0.004826667
2/1/2007,5:03:00,1.444,0.004813333
2/1/2007,5:04:00,1.44,0.0048
2/1/2007,5:05:00,1.438,0.004793333
2/1/2007,5:06:00,1.438,0.004793333
2/1/2007,5:07:00,1.442,0.004806667
2/1/2007,5:08:00,1.454,0.004846667
2/1/2007,5:09:00,1.46,0.004866667
2/1/2007,5:10:00,1.458,0.00486
2/1/2007,5:11:00,1.448,0.004826667
2/1/2007,5:12:00,1.45,0.004833333
2/1/2007,5:13:00,1.446,0.00482
2/1/2007,5:14:00,1.316,0.004386667
2/1/2007,5:15:00,0.372,0.00124
2/1/2007,5:16:00,0.37,0.001233333
2/1/2007,5:17:00,0.37,0.001233333
2/1/2007,5:18:00,0.456,0.00152
2/1/2007,5:19:00,0.444,0.00148
2/1/2007,5:20:00,0.442,0.001473333
2/1/2007,5:21:00,0.444,0.00148
2/1/2007,5:22:00,0.444,0.00148
2/1/2007,5:23:00,0.554,0.001846667
2/1/2007,5:24:00,0.548,0.001826667
2/1/2007,5:25:00,0.536,0.001786667
2/1/2007,5:26:00,0.474,0.00158
2/1/2007,5:27:00,0.472,0.001573333
2/1/2007,5:28:00,0.544,0.001813333
2/1/2007,5:29:00,0.558,0.00186
2/1/2007,5:30:00,0.554,0.001846667
2/1/2007,5:31:00,0.554,0.001846667
2/1/2007,5:32:00,0.554,0.001846667
2/1/2007,5:33:00,0.554,0.001846667
2/1/2007,5:34:00,0.552,0.00184
2/1/2007,5:35:00,0.55,0.001833333
2/1/2007,5:36:00,0.546,0.00182
2/1/2007,5:37:00,0.51,0.0017
2/1/2007,5:38:00,0.456,0.00152
2/1/2007,5:39:00,0.456,0.00152
2/1/2007,5:40:00,0.456,0.00152
2/1/2007,5:41:00,0.46,0.001533333
2/1/2007,5:42:00,0.458,0.001526667
2/1/2007,5:43:00,0.454,0.001513333
2/1/2007,5:44:00,0.454,0.001513333
2/1/2007,5:45:00,0.454,0.001513333
2/1/2007,5:46:00,0.452,0.001506667
2/1/2007,5:47:00,0.454,0.001513333
2/1/2007,5:48:00,0.452,0.001506667
2/1/2007,5:49:00,0.454,0.001513333
2/1/2007,5:50:00,0.458,0.001526667
2/1/2007,5:51:00,0.46,0.001533333
2/1/2007,5:52:00,0.454,0.001513333
2/1/2007,5:53:00,0.452,0.001506667
2/1/2007,5:54:00,0.448,0.001493333
2/1/2007,5:55:00,0.386,0.001286667
2/1/2007,5:56:00,0.38,0.001266667
2/1/2007,5:57:00,0.384,0.00128
2/1/2007,5:58:00,0.384,0.00128
2/1/2007,5:59:00,0.386,0.001286667
2/1/2007,6:00:00,0.424,0.001413333
2/1/2007,6:01:00,0.462,0.00154
2/1/2007,6:02:00,0.46,0.001533333
2/1/2007,6:03:00,0.46,0.001533333
2/1/2007,6:04:00,0.466,0.001553333
2/1/2007,6:05:00,0.516,0.00172
2/1/2007,6:06:00,0.576,0.00192
2/1/2007,6:07:00,0.572,0.001906667
2/1/2007,6:08:00,0.532,0.001773333
2/1/2007,6:09:00,0.492,0.00164
2/1/2007,6:10:00,0.488,0.001626667
2/1/2007,6:11:00,0.484,0.001613333
2/1/2007,6:12:00,0.482,0.001606667
2/1/2007,6:13:00,0.478,0.001593333
2/1/2007,6:14:00,0.48,0.0016
2/1/2007,6:15:00,0.48,0.0016
2/1/2007,6:16:00,0.478,0.001593333
2/1/2007,6:17:00,0.478,0.001593333
2/1/2007,6:18:00,0.476,0.001586667
2/1/2007,6:19:00,0.476,0.001586667
2/1/2007,6:20:00,0.398,0.001326667
2/1/2007,6:21:00,0.38,0.001266667
2/1/2007,6:22:00,0.384,0.00128
2/1/2007,6:23:00,0.382,0.001273333
2/1/2007,6:24:00,0.382,0.001273333
2/1/2007,6:25:00,0.382,0.001273333
2/1/2007,6:26:00,0.382,0.001273333
2/1/2007,6:27:00,0.382,0.001273333
2/1/2007,6:28:00,0.384,0.00128
2/1/2007,6:29:00,0.384,0.00128
2/1/2007,6:30:00,0.384,0.00128
2/1/2007,6:31:00,0.382,0.001273333
2/1/2007,6:32:00,0.38,0.001266667
2/1/2007,6:33:00,0.38,0.001266667
2/1/2007,6:34:00,0.378,0.00126
2/1/2007,6:35:00,0.374,0.001246667
2/1/2007,6:36:00,0.378,0.00126
2/1/2007,6:37:00,0.378,0.00126
2/1/2007,6:38:00,0.38,0.001266667
2/1/2007,6:39:00,0.38,0.001266667
2/1/2007,6:40:00,0.378,0.00126
2/1/2007,6:41:00,0.376,0.001253333
2/1/2007,6:42:00,0.374,0.001246667
2/1/2007,6:43:00,0.388,0.001293333
2/1/2007,6:44:00,0.452,0.001506667
2/1/2007,6:45:00,0.448,0.001493333
2/1/2007,6:46:00,0.454,0.001513333
2/1/2007,6:47:00,0.456,0.00152
2/1/2007,6:48:00,0.566,0.001886667
2/1/2007,6:49:00,0.566,0.001886667
2/1/2007,6:50:00,0.56,0.001866667
2/1/2007,6:51:00,0.556,0.001853333
2/1/2007,6:52:00,0.49,0.001633333
2/1/2007,6:53:00,0.482,0.001606667
2/1/2007,6:54:00,0.484,0.001613333
2/1/2007,6:55:00,0.484,0.001613333
2/1/2007,6:56:00,0.482,0.001606667
2/1/2007,6:57:00,0.478,0.001593333
2/1/2007,6:58:00,0.476,0.001586667
2/1/2007,6:59:00,0.474,0.00158
2/1/2007,7:00:00,0.47,0.001566667
2/1/2007,7:01:00,0.468,0.00156
2/1/2007,7:02:00,0.458,0.001526667
2/1/2007,7:03:00,0.372,0.00124
2/1/2007,7:04:00,0.37,0.001233333
2/1/2007,7:05:00,0.368,0.001226667
2/1/2007,7:06:00,0.374,0.001246667
2/1/2007,7:07:00,0.374,0.001246667
2/1/2007,7:08:00,0.374,0.001246667
2/1/2007,7:09:00,0.37,0.001233333
2/1/2007,7:10:00,0.37,0.001233333
2/1/2007,7:11:00,0.374,0.001246667
2/1/2007,7:12:00,0.374,0.001246667
2/1/2007,7:13:00,0.374,0.001246667
2/1/2007,7:14:00,0.37,0.001233333
2/1/2007,7:15:00,0.364,0.001213333
2/1/2007,7:16:00,0.368,0.001226667
2/1/2007,7:17:00,0.372,0.00124
2/1/2007,7:18:00,0.372,0.00124
2/1/2007,7:19:00,0.374,0.001246667
2/1/2007,7:20:00,0.37,0.001233333
2/1/2007,7:21:00,0.366,0.00122
2/1/2007,7:22:00,0.372,0.00124
2/1/2007,7:23:00,0.376,0.001253333
2/1/2007,7:24:00,0.374,0.001246667
2/1/2007,7:25:00,0.374,0.001246667
2/1/2007,7:26:00,0.418,0.001393333
2/1/2007,7:27:00,0.44,0.001466667
2/1/2007,7:28:00,0.442,0.001473333
2/1/2007,7:29:00,0.444,0.00148
2/1/2007,7:30:00,0.562,0.001873333
2/1/2007,7:31:00,0.548,0.001826667
2/1/2007,7:32:00,0.54,0.0018
2/1/2007,7:33:00,0.534,0.00178
2/1/2007,7:34:00,0.532,0.001773333
2/1/2007,7:35:00,0.47,0.001566667
2/1/2007,7:36:00,0.468,0.00156
2/1/2007,7:37:00,0.468,0.00156
2/1/2007,7:38:00,0.462,0.00154
2/1/2007,7:39:00,0.46,0.001533333
2/1/2007,7:40:00,0.464,0.001546667
2/1/2007,7:41:00,0.464,0.001546667
2/1/2007,7:42:00,0.464,0.001546667
2/1/2007,7:43:00,0.462,0.00154
2/1/2007,7:44:00,0.456,0.00152
2/1/2007,7:45:00,0.4,0.001333333
2/1/2007,7:46:00,0.366,0.00122
2/1/2007,7:47:00,0.364,0.001213333
2/1/2007,7:48:00,0.362,0.001206667
2/1/2007,7:49:00,0.36,0.0012
2/1/2007,7:50:00,0.36,0.0012
2/1/2007,7:51:00,0.364,0.001213333
2/1/2007,7:52:00,0.37,0.001233333
2/1/2007,7:53:00,0.368,0.001226667
2/1/2007,7:54:00,0.368,0.001226667
2/1/2007,7:55:00,0.364,0.001213333
2/1/2007,7:56:00,0.364,0.001213333
2/1/2007,7:57:00,0.394,0.001313333
2/1/2007,7:58:00,0.454,0.001513333
2/1/2007,7:59:00,0.456,0.00152
2/1/2007,8:00:00,0.45,0.0015
2/1/2007,8:01:00,0.442,0.001473333
2/1/2007,8:02:00,0.442,0.001473333
2/1/2007,8:03:00,0.448,0.001493333
2/1/2007,8:04:00,0.448,0.001493333
2/1/2007,8:05:00,0.446,0.001486667
2/1/2007,8:06:00,0.446,0.001486667
2/1/2007,8:07:00,0.446,0.001486667
2/1/2007,8:08:00,0.536,0.001786667
2/1/2007,8:09:00,0.528,0.00176
2/1/2007,8:10:00,0.522,0.00174
2/1/2007,8:11:00,0.514,0.001713333
2/1/2007,8:12:00,0.59,0.001966667
2/1/2007,8:13:00,0.612,0.00204
2/1/2007,8:14:00,0.606,0.00202
2/1/2007,8:15:00,0.6,0.002
2/1/2007,8:16:00,0.582,0.00194
2/1/2007,8:17:00,0.53,0.001766667
2/1/2007,8:18:00,0.536,0.001786667
2/1/2007,8:19:00,0.53,0.001766667
2/1/2007,8:20:00,0.534,0.00178
2/1/2007,8:21:00,0.534,0.00178
2/1/2007,8:22:00,0.536,0.001786667
2/1/2007,8:23:00,0.538,0.001793333
2/1/2007,8:24:00,0.52,0.001733333
2/1/2007,8:25:00,0.464,0.001546667
2/1/2007,8:26:00,0.46,0.001533333
2/1/2007,8:27:00,0.458,0.001526667
2/1/2007,8:28:00,0.376,0.001253333
2/1/2007,8:29:00,0.364,0.001213333
2/1/2007,8:30:00,0.366,0.00122
2/1/2007,8:31:00,0.368,0.001226667
2/1/2007,8:32:00,0.368,0.001226667
2/1/2007,8:33:00,0.37,0.001233333
2/1/2007,8:34:00,0.37,0.001233333
2/1/2007,8:35:00,0.37,0.001233333
2/1/2007,8:36:00,0.368,0.001226667
2/1/2007,8:37:00,0.37,0.001233333
2/1/2007,8:38:00,0.37,0.001233333
2/1/2007,8:39:00,0.366,0.00122
2/1/2007,8:40:00,0.366,0.00122
2/1/2007,8:41:00,0.366,0.00122
2/1/2007,8:42:00,0.366,0.00122
2/1/2007,8:43:00,0.366,0.00122
2/1/2007,8:44:00,0.366,0.00122
2/1/2007,8:45:00,0.366,0.00122
2/1/2007,8:46:00,0.362,0.001206667
2/1/2007,8:47:00,0.368,0.001226667
2/1/2007,8:48:00,0.374,0.001246667
2/1/2007,8:49:00,0.45,0.0015
2/1/2007,8:50:00,0.446,0.001486667
2/1/2007,8:51:00,0.448,0.001493333
2/1/2007,8:52:00,0.444,0.00148
2/1/2007,8:53:00,0.44,0.001466667
2/1/2007,8:54:00,0.482,0.001606667
2/1/2007,8:55:00,0.546,0.00182
2/1/2007,8:56:00,0.54,0.0018
2/1/2007,8:57:00,0.512,0.001706667
2/1/2007,8:58:00,0.468,0.00156
2/1/2007,8:59:00,0.464,0.001546667
2/1/2007,9:00:00,0.464,0.001546667
2/1/2007,9:01:00,0.462,0.00154
2/1/2007,9:02:00,0.464,0.001546667
2/1/2007,9:03:00,0.47,0.001566667
2/1/2007,9:04:00,0.468,0.00156
2/1/2007,9:05:00,0.464,0.001546667
2/1/2007,9:06:00,0.462,0.00154
2/1/2007,9:07:00,0.462,0.00154
2/1/2007,9:08:00,0.46,0.001533333
2/1/2007,9:09:00,0.458,0.001526667
2/1/2007,9:10:00,0.402,0.00134
2/1/2007,9:11:00,0.362,0.001206667
2/1/2007,9:12:00,0.36,0.0012
2/1/2007,9:13:00,0.362,0.001206667
2/1/2007,9:14:00,0.362,0.001206667
2/1/2007,9:15:00,0.364,0.001213333
2/1/2007,9:16:00,0.364,0.001213333
2/1/2007,9:17:00,0.366,0.00122
2/1/2007,9:18:00,0.368,0.001226667
2/1/2007,9:19:00,0.368,0.001226667
2/1/2007,9:20:00,0.368,0.001226667
2/1/2007,9:21:00,0.37,0.001233333
2/1/2007,9:22:00,0.366,0.00122
2/1/2007,9:23:00,0.368,0.001226667
2/1/2007,9:24:00,0.368,0.001226667
2/1/2007,9:25:00,0.37,0.001233333
2/1/2007,9:26:00,0.368,0.001226667
2/1/2007,9:27:00,0.366,0.00122
2/1/2007,9:28:00,0.364,0.001213333
2/1/2007,9:29:00,0.44,0.001466667
2/1/2007,9:30:00,0.438,0.00146
2/1/2007,9:31:00,0.438,0.00146
2/1/2007,9:32:00,0.442,0.001473333
2/1/2007,9:33:00,0.446,0.001486667
2/1/2007,9:34:00,0.444,0.00148
2/1/2007,9:35:00,0.44,0.001466667
2/1/2007,9:36:00,0.464,0.001546667
2/1/2007,9:37:00,0.508,0.001693333
2/1/2007,9:38:00,0.466,0.001553333
2/1/2007,9:39:00,0.464,0.001546667
2/1/2007,9:40:00,0.466,0.001553333
2/1/2007,9:41:00,0.462,0.00154
2/1/2007,9:42:00,0.462,0.00154
2/1/2007,9:43:00,0.462,0.00154
2/1/2007,9:44:00,0.46,0.001533333
2/1/2007,9:45:00,0.458,0.001526667
2/1/2007,9:46:00,0.456,0.00152
2/1/2007,9:47:00,0.456,0.00152
2/1/2007,9:48:00,0.46,0.001533333
2/1/2007,9:49:00,0.458,0.001526667
2/1/2007,9:50:00,0.458,0.001526667
2/1/2007,9:51:00,0.46,0.001533333
2/1/2007,9:52:00,0.408,0.00136
2/1/2007,9:53:00,0.364,0.001213333
2/1/2007,9:54:00,0.362,0.001206667
2/1/2007,9:55:00,0.36,0.0012
2/1/2007,9:56:00,0.358,0.001193333
2/1/2007,9:57:00,0.358,0.001193333
2/1/2007,9:58:00,0.36,0.0012
2/1/2007,9:59:00,0.36,0.0012
2/1/2007,10:00:00,0.358,0.001193333
2/1/2007,10:01:00,0.358,0.001193333
2/1/2007,10:02:00,0.36,0.0012
2/1/2007,10:03:00,0.364,0.001213333
2/1/2007,10:04:00,0.364,0.001213333
2/1/2007,10:05:00,0.364,0.001213333
2/1/2007,10:06:00,0.364,0.001213333
2/1/2007,10:07:00,0.36,0.0012
2/1/2007,10:08:00,0.358,0.001193333
2/1/2007,10:09:00,0.432,0.00144
2/1/2007,10:10:00,0.436,0.001453333
2/1/2007,10:11:00,0.436,0.001453333
2/1/2007,10:12:00,0.428,0.001426667
2/1/2007,10:13:00,0.426,0.00142
2/1/2007,10:14:00,0.428,0.001426667
2/1/2007,10:15:00,0.428,0.001426667
2/1/2007,10:16:00,0.424,0.001413333
2/1/2007,10:17:00,0.402,0.00134
2/1/2007,10:18:00,0.422,0.001406667
2/1/2007,10:19:00,0.476,0.001586667
2/1/2007,10:20:00,0.472,0.001573333
2/1/2007,10:21:00,0.468,0.00156
2/1/2007,10:22:00,0.47,0.001566667
2/1/2007,10:23:00,0.466,0.001553333
2/1/2007,10:24:00,0.466,0.001553333
2/1/2007,10:25:00,0.464,0.001546667
2/1/2007,10:26:00,0.492,0.00164
2/1/2007,10:27:00,0.546,0.00182
2/1/2007,10:28:00,0.542,0.001806667
2/1/2007,10:29:00,0.54,0.0018
2/1/2007,10:30:00,0.538,0.001793333
2/1/2007,10:31:00,0.536,0.001786667
2/1/2007,10:32:00,0.542,0.001806667
2/1/2007,10:33:00,0.546,0.00182
2/1/2007,10:34:00,0.46,0.001533333
2/1/2007,10:35:00,0.452,0.001506667
2/1/2007,10:36:00,0.452,0.001506667
2/1/2007,10:37:00,0.45,0.0015
2/1/2007,10:38:00,0.448,0.001493333
2/1/2007,10:39:00,0.448,0.001493333
2/1/2007,10:40:00,0.45,0.0015
2/1/2007,10:41:00,0.44,0.001466667
2/1/2007,10:42:00,0.44,0.001466667
2/1/2007,10:43:00,0.438,0.00146
2/1/2007,10:44:00,0.438,0.00146
2/1/2007,10:45:00,0.438,0.00146
2/1/2007,10:46:00,0.438,0.00146
2/1/2007,10:47:00,0.44,0.001466667
2/1/2007,10:48:00,0.444,0.00148
2/1/2007,10:49:00,0.5,0.001666667
2/1/2007,10:50:00,0.514,0.001713333
2/1/2007,10:51:00,0.512,0.001706667
2/1/2007,10:52:00,0.514,0.001713333
2/1/2007,10:53:00,0.502,0.001673333
2/1/2007,10:54:00,0.434,0.001446667
2/1/2007,10:55:00,0.436,0.001453333
2/1/2007,10:56:00,0.434,0.001446667
2/1/2007,10:57:00,0.43,0.001433333
2/1/2007,10:58:00,0.36,0.0012
2/1/2007,10:59:00,0.366,0.00122
2/1/2007,11:00:00,0.462,0.00154
2/1/2007,11:01:00,0.472,0.001573333
2/1/2007,11:02:00,0.47,0.001566667
2/1/2007,11:03:00,0.474,0.00158
2/1/2007,11:04:00,0.472,0.001573333
2/1/2007,11:05:00,0.468,0.00156
2/1/2007,11:06:00,0.464,0.001546667
2/1/2007,11:07:00,0.464,0.001546667
2/1/2007,11:08:00,0.464,0.001546667
2/1/2007,11:09:00,0.462,0.00154
2/1/2007,11:10:00,0.46,0.001533333
2/1/2007,11:11:00,0.462,0.00154
2/1/2007,11:12:00,0.46,0.001533333
2/1/2007,11:13:00,0.46,0.001533333
2/1/2007,11:14:00,0.458,0.001526667
2/1/2007,11:15:00,0.454,0.001513333
2/1/2007,11:16:00,0.362,0.001206667
2/1/2007,11:17:00,0.362,0.001206667
2/1/2007,11:18:00,0.36,0.0012
2/1/2007,11:19:00,0.358,0.001193333
2/1/2007,11:20:00,0.366,0.00122
2/1/2007,11:21:00,0.368,0.001226667
2/1/2007,11:22:00,0.366,0.00122
2/1/2007,11:23:00,0.368,0.001226667
2/1/2007,11:24:00,0.37,0.001233333
2/1/2007,11:25:00,0.368,0.001226667
2/1/2007,11:26:00,0.366,0.00122
2/1/2007,11:27:00,0.368,0.001226667
2/1/2007,11:28:00,0.37,0.001233333
2/1/2007,11:29:00,0.412,0.001373333
2/1/2007,11:30:00,0.448,0.001493333
2/1/2007,11:31:00,0.45,0.0015
2/1/2007,11:32:00,0.45,0.0015
2/1/2007,11:33:00,0.45,0.0015
2/1/2007,11:34:00,0.444,0.00148
2/1/2007,11:35:00,0.444,0.00148
2/1/2007,11:36:00,0.442,0.001473333
2/1/2007,11:37:00,0.446,0.001486667
2/1/2007,11:38:00,0.376,0.001253333
2/1/2007,11:39:00,0.378,0.00126
2/1/2007,11:40:00,0.378,0.00126
2/1/2007,11:41:00,0.376,0.001253333
2/1/2007,11:42:00,0.476,0.001586667
2/1/2007,11:43:00,0.488,0.001626667
2/1/2007,11:44:00,0.48,0.0016
2/1/2007,11:45:00,0.474,0.00158
2/1/2007,11:46:00,0.476,0.001586667
2/1/2007,11:47:00,0.478,0.001593333
2/1/2007,11:48:00,0.48,0.0016
2/1/2007,11:49:00,0.476,0.001586667
2/1/2007,11:50:00,0.468,0.00156
2/1/2007,11:51:00,0.466,0.001553333
2/1/2007,11:52:00,0.468,0.00156
2/1/2007,11:53:00,0.464,0.001546667
2/1/2007,11:54:00,0.466,0.001553333
2/1/2007,11:55:00,0.466,0.001553333
2/1/2007,11:56:00,0.468,0.00156
2/1/2007,11:57:00,0.45,0.0015
2/1/2007,11:58:00,0.374,0.001246667
2/1/2007,11:59:00,0.376,0.001253333
2/1/2007,12:00:00,0.374,0.001246667
2/1/2007,12:01:00,0.374,0.001246667
2/1/2007,12:02:00,0.378,0.00126
2/1/2007,12:03:00,0.38,0.001266667
2/1/2007,12:04:00,0.38,0.001266667
2/1/2007,12:05:00,0.378,0.00126
2/1/2007,12:06:00,0.374,0.001246667
2/1/2007,12:07:00,0.374,0.001246667
2/1/2007,12:08:00,0.376,0.001253333
2/1/2007,12:09:00,0.434,0.001446667
2/1/2007,12:10:00,0.45,0.0015
2/1/2007,12:11:00,0.448,0.001493333
