Date,Time,
2/1/2007,4:46:00,0.004672599
2/1/2007,4:47:00,0.005087887
2/1/2007,4:48:00,0.004505374
2/1/2007,4:49:00,0.004501449
2/1/2007,4:50:00,0.004231301
2/1/2007,4:51:00,0.005017008
2/1/2007,4:52:00,0.004501254
2/1/2007,4:53:00,0.004699058
2/1/2007,4:54:00,0.00421779
2/1/2007,4:55:00,0.004524733
2/1/2007,4:56:00,0.00419957
2/1/2007,4:57:00,0.004331952
2/1/2007,4:58:00,0.004445696
2/1/2007,4:59:00,0.004605539
2/1/2007,5:00:00,0.004726121
2/1/2007,5:01:00,0.00480755
2/1/2007,5:02:00,0.003855422
2/1/2007,5:03:00,0.004713263
2/1/2007,5:04:00,0.004751978
2/1/2007,5:05:00,0.004341552
2/1/2007,5:06:00,0.004481772
2/1/2007,5:07:00,0.004047482
2/1/2007,5:08:00,0.004212386
2/1/2007,5:09:00,0.003874742
2/1/2007,5:10:00,0.004336645
2/1/2007,5:11:00,0.004335498
2/1/2007,5:12:00,0.004570648
2/1/2007,5:13:00,0.004034539
2/1/2007,5:14:00,0.00400542
2/1/2007,5:15:00,0.000395401
2/1/2007,5:16:00,0.000332
2/1/2007,5:17:00,0.000464096
2/1/2007,5:18:00,0.001168443
2/1/2007,5:19:00,0.000595037
2/1/2007,5:20:00,0.001401255
2/1/2007,5:21:00,0.000500035
2/1/2007,5:22:00,0.001443873
2/1/2007,5:23:00,0.001422326
2/1/2007,5:24:00,0.0015091
2/1/2007,5:25:00,0.001385056
2/1/2007,5:26:00,0.001558951
2/1/2007,5:27:00,0.000822968
2/1/2007,5:28:00,0.001369615
2/1/2007,5:29:00,0.001661177
2/1/2007,5:30:00,0.000920562
2/1/2007,5:31:00,0.001816378
2/1/2007,5:32:00,0.001004656
2/1/2007,5:33:00,0.001511432
2/1/2007,5:34:00,0.001721338
2/1/2007,5:35:00,0.00121215
2/1/2007,5:36:00,0.001760763
2/1/2007,5:37:00,0.001557884
2/1/2007,5:38:00,0.001188984
2/1/2007,5:39:00,0.001348065
2/1/2007,5:40:00,0.000837509
2/1/2007,5:41:00,0.00120102
2/1/2007,5:42:00,0.00143961
2/1/2007,5:43:00,0.000685768
2/1/2007,5:44:00,0.000850064
2/1/2007,5:45:00,0.000740116
2/1/2007,5:46:00,0.001237807
2/1/2007,5:47:00,0.000959854
2/1/2007,5:48:00,0.001394605
2/1/2007,5:49:00,0.001000788
2/1/2007,5:50:00,0.000998589
2/1/2007,5:51:00,0.001115415
2/1/2007,5:52:00,0.001426916
2/1/2007,5:53:00,0.000735821
2/1/2007,5:54:00,0.000736313
2/1/2007,5:55:00,0.001102056
2/1/2007,5:56:00,0.000713731
2/1/2007,5:57:00,0.000672832
2/1/2007,5:58:00,0.000928774
2/1/2007,5:59:00,0.000934359
2/1/2007,6:00:00,0.000526354
2/1/2007,6:01:00,0.00059897
2/1/2007,6:02:00,0.001401846
2/1/2007,6:03:00,0.00079352
2/1/2007,6:04:00,0.001110998
2/1/2007,6:05:00,0.001466066
2/1/2007,6:06:00,0.001012916
2/1/2007,6:07:00,0.001160183
2/1/2007,6:08:00,0.000843443
2/1/2007,6:09:00,0.000998995
2/1/2007,6:10:00,0.001473648
2/1/2007,6:11:00,0.001449449
2/1/2007,6:12:00,0.000921433
2/1/2007,6:13:00,0.0012476
2/1/2007,6:14:00,0.001133712
2/1/2007,6:15:00,0.000974646
2/1/2007,6:16:00,0.001145184
2/1/2007,6:17:00,0.001558287
2/1/2007,6:18:00,0.000601341
2/1/2007,6:19:00,0.001191236
2/1/2007,6:20:00,0.001315442
2/1/2007,6:21:00,0.000783805
2/1/2007,6:22:00,0.000773268
2/1/2007,6:23:00,0.001212907
2/1/2007,6:24:00,0.000788403
2/1/2007,6:25:00,0.000941596
2/1/2007,6:26:00,0.000971398
2/1/2007,6:27:00,0.000891754
2/1/2007,6:28:00,0.000592507
2/1/2007,6:29:00,0.000663492
2/1/2007,6:30:00,0.000354424
2/1/2007,6:31:00,0.000899192
2/1/2007,6:32:00,0.000426104
2/1/2007,6:33:00,0.000909488
2/1/2007,6:34:00,0.000347902
2/1/2007,6:35:00,0.000669953
2/1/2007,6:36:00,0.000267735
2/1/2007,6:37:00,0.000617367
2/1/2007,6:38:00,0.000835698
2/1/2007,6:39:00,0.00054905
2/1/2007,6:40:00,0.000971489
2/1/2007,6:41:00,0.000929984
2/1/2007,6:42:00,0.000729791
2/1/2007,6:43:00,0.00056689
2/1/2007,6:44:00,0.000781502
2/1/2007,6:45:00,0.001037846
2/1/2007,6:46:00,0.000532969
2/1/2007,6:47:00,0.001007524
2/1/2007,6:48:00,0.001692946
2/1/2007,6:49:00,0.000980026
2/1/2007,6:50:00,0.001404287
2/1/2007,6:51:00,0.001319477
2/1/2007,6:52:00,0.000911681
2/1/2007,6:53:00,0.001025216
2/1/2007,6:54:00,0.001207071
2/1/2007,6:55:00,0.001125187
2/1/2007,6:56:00,0.000889736
2/1/2007,6:57:00,0.001029626
2/1/2007,6:58:00,0.001142457
2/1/2007,6:59:00,0.000615842
2/1/2007,7:00:00,0.001489948
2/1/2007,7:01:00,0.001539618
2/1/2007,7:02:00,0.001164293
2/1/2007,7:03:00,0.00083759
2/1/2007,7:04:00,0.000378617
2/1/2007,7:05:00,0.001214503
2/1/2007,7:06:00,0.001012421
2/1/2007,7:07:00,0.000515615
2/1/2007,7:08:00,0.00071359
2/1/2007,7:09:00,0.000490141
2/1/2007,7:10:00,0.000297852
2/1/2007,7:11:00,0.000756626
2/1/2007,7:12:00,0.000825006
2/1/2007,7:13:00,0.000278014
2/1/2007,7:14:00,0.000713307
2/1/2007,7:15:00,0.000942205
2/1/2007,7:16:00,0.000778623
2/1/2007,7:17:00,0.000535017
2/1/2007,7:18:00,0.000827448
2/1/2007,7:19:00,0.000331564
2/1/2007,7:20:00,0.001179932
2/1/2007,7:21:00,0.000848557
2/1/2007,7:22:00,0.000595089
2/1/2007,7:23:00,0.000584085
2/1/2007,7:24:00,0.001114052
2/1/2007,7:25:00,0.000285926
2/1/2007,7:26:00,0.001295068
2/1/2007,7:27:00,0.000688117
2/1/2007,7:28:00,0.001340616
2/1/2007,7:29:00,0.000512045
2/1/2007,7:30:00,0.001369617
2/1/2007,7:31:00,0.001109272
2/1/2007,7:32:00,0.00178955
2/1/2007,7:33:00,0.001417968
2/1/2007,7:34:00,0.001448834
2/1/2007,7:35:00,0.000950242
2/1/2007,7:36:00,0.001457757
2/1/2007,7:37:00,0.000788534
2/1/2007,7:38:00,0.001269831
2/1/2007,7:39:00,0.00113523
2/1/2007,7:40:00,0.001394083
2/1/2007,7:41:00,0.000996028
2/1/2007,7:42:00,0.00132435
2/1/2007,7:43:00,0.001463234
2/1/2007,7:44:00,0.000808245
2/1/2007,7:45:00,0.000598277
2/1/2007,7:46:00,0.000517264
2/1/2007,7:47:00,0.000494392
2/1/2007,7:48:00,0.000980974
2/1/2007,7:49:00,0.000710352
2/1/2007,7:50:00,0.000895665
2/1/2007,7:51:00,0.001163831
2/1/2007,7:52:00,0.001223731
2/1/2007,7:53:00,0.000369325
2/1/2007,7:54:00,0.000507211
2/1/2007,7:55:00,0.000596562
2/1/2007,7:56:00,0.000571273
2/1/2007,7:57:00,0.001145001
2/1/2007,7:58:00,0.00073581
2/1/2007,7:59:00,0.000703842
2/1/2007,8:00:00,0.001068524
2/1/2007,8:01:00,0.001082572
2/1/2007,8:02:00,0.000636888
2/1/2007,8:03:00,0.000706499
2/1/2007,8:04:00,0.001332838
2/1/2007,8:05:00,0.00086134
2/1/2007,8:06:00,0.000700454
2/1/2007,8:07:00,0.001333402
2/1/2007,8:08:00,0.001552834
2/1/2007,8:09:00,0.001099798
2/1/2007,8:10:00,0.001257339
2/1/2007,8:11:00,0.00099552
2/1/2007,8:12:00,0.001684901
2/1/2007,8:13:00,0.002035114
2/1/2007,8:14:00,0.001020892
2/1/2007,8:15:00,0.001331359
2/1/2007,8:16:00,0.001155661
2/1/2007,8:17:00,0.001520651
2/1/2007,8:18:00,0.00098121
2/1/2007,8:19:00,0.001632828
2/1/2007,8:20:00,0.001077305
2/1/2007,8:21:00,0.001765338
2/1/2007,8:22:00,0.00118965
2/1/2007,8:23:00,0.001788234
2/1/2007,8:24:00,0.0014744
2/1/2007,8:25:00,0.00147989
2/1/2007,8:26:00,0.000670159
2/1/2007,8:27:00,0.001296374
2/1/2007,8:28:00,0.000594741
2/1/2007,8:29:00,0.000885057
2/1/2007,8:30:00,0.001098969
2/1/2007,8:31:00,0.000925981
2/1/2007,8:32:00,0.000243701
2/1/2007,8:33:00,0.000414957
2/1/2007,8:34:00,0.000510587
2/1/2007,8:35:00,0.000507038
2/1/2007,8:36:00,0.00071044
2/1/2007,8:37:00,0.001098371
2/1/2007,8:38:00,0.000376506
2/1/2007,8:39:00,0.000942229
2/1/2007,8:40:00,0.000992576
2/1/2007,8:41:00,0.001144627
2/1/2007,8:42:00,0.001147737
2/1/2007,8:43:00,0.000493499
2/1/2007,8:44:00,0.000571291
2/1/2007,8:45:00,0.001060033
2/1/2007,8:46:00,0.000224621
2/1/2007,8:47:00,0.000587805
2/1/2007,8:48:00,0.000438151
2/1/2007,8:49:00,0.000857872
2/1/2007,8:50:00,0.001325919
2/1/2007,8:51:00,0.000885208
2/1/2007,8:52:00,0.000863544
2/1/2007,8:53:00,0.000833569
2/1/2007,8:54:00,0.000914399
2/1/2007,8:55:00,0.000870021
2/1/2007,8:56:00,0.001490381
2/1/2007,8:57:00,0.000886992
2/1/2007,8:58:00,0.000805505
2/1/2007,8:59:00,0.000889739
2/1/2007,9:00:00,0.001071407
2/1/2007,9:01:00,0.001112186
2/1/2007,9:02:00,0.000707308
2/1/2007,9:03:00,0.001034894
2/1/2007,9:04:00,0.001276474
2/1/2007,9:05:00,0.000617582
2/1/2007,9:06:00,0.000859833
2/1/2007,9:07:00,0.000747996
2/1/2007,9:08:00,0.001148985
2/1/2007,9:09:00,0.00073018
2/1/2007,9:10:00,0.000394227
2/1/2007,9:11:00,0.000722275
2/1/2007,9:12:00,0.000675911
2/1/2007,9:13:00,0.000697713
2/1/2007,9:14:00,0.000522335
2/1/2007,9:15:00,0.00044431
2/1/2007,9:16:00,0.000907048
2/1/2007,9:17:00,0.000748762
2/1/2007,9:18:00,0.000639881
2/1/2007,9:19:00,0.000271827
2/1/2007,9:20:00,0.001178144
2/1/2007,9:21:00,0.000451184
2/1/2007,9:22:00,0.000506222
2/1/2007,9:23:00,0.00105858
2/1/2007,9:24:00,0.00034085
2/1/2007,9:25:00,0.000997238
2/1/2007,9:26:00,0.000498088
2/1/2007,9:27:00,0.000771687
2/1/2007,9:28:00,0.000723932
2/1/2007,9:29:00,0.001045085
2/1/2007,9:30:00,0.000739039
2/1/2007,9:31:00,0.000835643
2/1/2007,9:32:00,0.000876174
2/1/2007,9:33:00,0.001478448
2/1/2007,9:34:00,0.001170195
2/1/2007,9:35:00,0.00068065
2/1/2007,9:36:00,0.000906291
2/1/2007,9:37:00,0.001023328
2/1/2007,9:38:00,0.001346101
2/1/2007,9:39:00,0.000850283
2/1/2007,9:40:00,0.001042196
2/1/2007,9:41:00,0.001335193
2/1/2007,9:42:00,0.001436732
2/1/2007,9:43:00,0.000871477
2/1/2007,9:44:00,0.000535519
2/1/2007,9:45:00,0.001032345
2/1/2007,9:46:00,0.001312009
2/1/2007,9:47:00,0.000614242
2/1/2007,9:48:00,0.001319544
2/1/2007,9:49:00,0.000948609
2/1/2007,9:50:00,0.000893941
2/1/2007,9:51:00,0.001489891
2/1/2007,9:52:00,0.000885781
2/1/2007,9:53:00,0.000894127
2/1/2007,9:54:00,0.000950799
2/1/2007,9:55:00,0.000549985
2/1/2007,9:56:00,0.000193828
2/1/2007,9:57:00,0.000582487
2/1/2007,9:58:00,0.000318995
2/1/2007,9:59:00,0.000757169
2/1/2007,10:00:00,0.000405475
2/1/2007,10:01:00,0.000413139
2/1/2007,10:02:00,0.000701876
2/1/2007,10:03:00,0.001168764
2/1/2007,10:04:00,0.000539424
2/1/2007,10:05:00,0.000878704
2/1/2007,10:06:00,0.000460772
2/1/2007,10:07:00,0.000393924
2/1/2007,10:08:00,0.000778801
2/1/2007,10:09:00,0.001003824
2/1/2007,10:10:00,0.000995838
2/1/2007,10:11:00,0.001345718
2/1/2007,10:12:00,0.001405135
2/1/2007,10:13:00,0.000821523
2/1/2007,10:14:00,0.000873974
2/1/2007,10:15:00,0.000951575
2/1/2007,10:16:00,0.001023785
2/1/2007,10:17:00,0.000724898
2/1/2007,10:18:00,0.000932832
2/1/2007,10:19:00,0.001572878
2/1/2007,10:20:00,0.001346432
2/1/2007,10:21:00,0.000851821
2/1/2007,10:22:00,0.001078475
2/1/2007,10:23:00,0.001235743
2/1/2007,10:24:00,0.000599176
2/1/2007,10:25:00,0.000670684
2/1/2007,10:26:00,0.001153642
2/1/2007,10:27:00,0.001538557
2/1/2007,10:28:00,0.001560521
2/1/2007,10:29:00,0.00097489
2/1/2007,10:30:00,0.001471354
2/1/2007,10:31:00,0.000896278
2/1/2007,10:32:00,0.001592842
2/1/2007,10:33:00,0.001554642
2/1/2007,10:34:00,0.001256064
2/1/2007,10:35:00,0.001344789
2/1/2007,10:36:00,0.00144908
2/1/2007,10:37:00,0.001355659
2/1/2007,10:38:00,0.00117122
2/1/2007,10:39:00,0.001010155
2/1/2007,10:40:00,0.000546889
2/1/2007,10:41:00,0.001279439
2/1/2007,10:42:00,0.001133466
2/1/2007,10:43:00,0.001289028
2/1/2007,10:44:00,0.000764514
2/1/2007,10:45:00,0.001406926
2/1/2007,10:46:00,0.000848275
2/1/2007,10:47:00,0.001358624
2/1/2007,10:48:00,0.000963492
2/1/2007,10:49:00,0.001348081
2/1/2007,10:50:00,0.001687397
2/1/2007,10:51:00,0.001598375
2/1/2007,10:52:00,0.001511176
2/1/2007,10:53:00,0.001263106
2/1/2007,10:54:00,0.001415111
2/1/2007,10:55:00,0.000706308
2/1/2007,10:56:00,0.000958907
2/1/2007,10:57:00,0.001043956
2/1/2007,10:58:00,0.000806611
2/1/2007,10:59:00,0.00033002
2/1/2007,11:00:00,0.000663601
2/1/2007,11:01:00,0.001071614
2/1/2007,11:02:00,0.001024214
2/1/2007,11:03:00,0.000656197
2/1/2007,11:04:00,0.001521475
2/1/2007,11:05:00,0.00110757
2/1/2007,11:06:00,0.000978362
2/1/2007,11:07:00,0.000936455
2/1/2007,11:08:00,0.001407938
2/1/2007,11:09:00,0.000819409
2/1/2007,11:10:00,0.001227805
2/1/2007,11:11:00,0.001224305
2/1/2007,11:12:00,0.000554873
2/1/2007,11:13:00,0.001470174
2/1/2007,11:14:00,0.00114349
2/1/2007,11:15:00,0.000541691
2/1/2007,11:16:00,0.000291232
2/1/2007,11:17:00,0.000570067
2/1/2007,11:18:00,0.000378123
2/1/2007,11:19:00,0.001145828
2/1/2007,11:20:00,0.00095349
2/1/2007,11:21:00,0.000998281
2/1/2007,11:22:00,0.000433506
2/1/2007,11:23:00,0.001224325
2/1/2007,11:24:00,0.000641612
2/1/2007,11:25:00,0.000673512
2/1/2007,11:26:00,0.000779385
2/1/2007,11:27:00,0.0012221
2/1/2007,11:28:00,0.000748963
2/1/2007,11:29:00,0.000642331
2/1/2007,11:30:00,0.001133647
2/1/2007,11:31:00,0.000982291
2/1/2007,11:32:00,0.00148206
2/1/2007,11:33:00,0.000726163
2/1/2007,11:34:00,0.00098909
2/1/2007,11:35:00,0.000824427
2/1/2007,11:36:00,0.001261465
2/1/2007,11:37:00,0.001280931
2/1/2007,11:38:00,0.000844331
2/1/2007,11:39:00,0.000327916
2/1/2007,11:40:00,0.000412401
2/1/2007,11:41:00,0.001106082
2/1/2007,11:42:00,0.000631325
2/1/2007,11:43:00,0.001585993
2/1/2007,11:44:00,0.001465512
2/1/2007,11:45:00,0.001421195
2/1/2007,11:46:00,0.00087162
2/1/2007,11:47:00,0.001205721
2/1/2007,11:48:00,0.00140107
2/1/2007,11:49:00,0.001264965
2/1/2007,11:50:00,0.000835698
2/1/2007,11:51:00,0.001368635
2/1/2007,11:52:00,0.00128405
2/1/2007,11:53:00,0.001242843
2/1/2007,11:54:00,0.000720681
2/1/2007,11:55:00,0.001323726
2/1/2007,11:56:00,0.001047372
2/1/2007,11:57:00,0.001282937
2/1/2007,11:58:00,0.000394283
2/1/2007,11:59:00,0.001078923
2/1/2007,12:00:00,0.000683392
2/1/2007,12:01:00,0.001136324
2/1/2007,12:02:00,0.000852818
2/1/2007,12:03:00,0.000415544
2/1/2007,12:04:00,0.000961719
2/1/2007,12:05:00,0.000603945
2/1/2007,12:06:00,0.000981613
2/1/2007,12:07:00,0.000815304
2/1/2007,12:08:00,0.00030545
2/1/2007,12:09:00,0.001217878
2/1/2007,12:10:00,0.000506812
2/1/2007,12:11:00,0.000972019
2/1/2007,12:12:00,0.000535055
2/1/2007,12:13:00,0.000704532
2/1/2007,12:14:00,0.00070758
2/1/2007,12:15:00,0.000683905
2/1/2007,12:16:00,0.000948962
2/1/2007,12:17:00,0.000630424
2/1/2007,12:18:00,0.000432722
2/1/2007,12:19:00,0.000705452
2/1/2007,12:20:00,0.000503881
2/1/2007,12:21:00,0.000876689
2/1/2007,12:22:00,0.000699151
2/1/2007,12:23:00,0.001005639
2/1/2007,12:24:00,0.000659877
2/1/2007,12:25:00,0.001134757
2/1/2007,12:26:00,0.00137495
2/1/2007,12:27:00,0.001115064
2/1/2007,12:28:00,0.000676297
2/1/2007,12:29:00,0.001420072
2/1/2007,12:30:00,0.000569185
2/1/2007,12:31:00,0.001255723
2/1/2007,12:32:00,0.000684046
2/1/2007,12:33:00,0.000978758
2/1/2007,12:34:00,0.001321392
2/1/2007,12:35:00,0.000982153
2/1/2007,12:36:00,0.001129385
2/1/2007,12:37:00,0.000725248
2/1/2007,12:38:00,0.001007299
2/1/2007,12:39:00,0.001260653
2/1/2007,12:40:00,0.000841904
2/1/2007,12:41:00,0.000419063
2/1/2007,12:42:00,0.001133557
2/1/2007,12:43:00,0.000741164
2/1/2007,12:44:00,0.000633004
2/1/2007,12:45:00,0.001214941
2/1/2007,12:46:00,0.000959976
2/1/2007,12:47:00,0.000269785
2/1/2007,12:48:00,0.000249463
2/1/2007,12:49:00,0.001093556
2/1/2007,12:50:00,0.000812699
2/1/2007,12:51:00,0.001484931
2/1/2007,12:52:00,0.000808213
2/1/2007,12:53:00,0.001347281
2/1/2007,12:54:00,0.000959476
2/1/2007,12:55:00,0.000701957
2/1/2007,12:56:00,0.001560008
2/1/2007,12:57:00,0.001473366
2/1/2007,12:58:00,0.001419602
2/1/2007,12:59:00,0.001231547
2/1/2007,13:00:00,0.000591797
2/1/2007,13:01:00,0.001207582
2/1/2007,13:02:00,0.001208069
2/1/2007,13:03:00,0.000711258
2/1/2007,13:04:00,0.000647739
2/1/2007,13:05:00,0.000905015
2/1/2007,13:06:00,0.001588763
2/1/2007,13:07:00,0.00112528
2/1/2007,13:08:00,0.001374177
2/1/2007,13:09:00,0.001343383
2/1/2007,13:10:00,0.001042971
2/1/2007,13:11:00,0.001793477
2/1/2007,13:12:00,0.00156666
2/1/2007,13:13:00,0.001459211
2/1/2007,13:14:00,0.001045869
2/1/2007,13:15:00,0.000889186
2/1/2007,13:16:00,0.000818308
2/1/2007,13:17:00,0.001149926
2/1/2007,13:18:00,0.001789672
2/1/2007,13:19:00,0.000950497
2/1/2007,13:20:00,0.001597975
2/1/2007,13:21:00,0.000585505
2/1/2007,13:22:00,0.001331404
2/1/2007,13:23:00,0.001011432
2/1/2007,13:24:00,0.001045394
2/1/2007,13:25:00,0.000725626
2/1/2007,13:26:00,0.000998648
2/1/2007,13:27:00,0.000570748
2/1/2007,13:28:00,0.001235321
2/1/2007,13:29:00,0.00072798
2/1/2007,13:30:00,0.001481252
2/1/2007,13:31:00,0.000781133
2/1/2007,13:32:00,0.001080688
2/1/2007,13:33:00,0.00075194
2/1/2007,13:34:00,0.001238565
2/1/2007,13:35:00,0.00117992
2/1/2007,13:36:00,0.000471274
2/1/2007,13:37:00,0.001058396
2/1/2007,13:38:00,0.001163868
2/1/2007,13:39:00,0.001218183
2/1/2007,13:40:00,0.00114065
2/1/2007,13:41:00,0.001066947
2/1/2007,13:42:00,0.000936664
2/1/2007,13:43:00,0.001151685
2/1/2007,13:44:00,0.000909655
2/1/2007,13:45:00,0.000873043
2/1/2007,13:46:00,0.001107332
2/1/2007,13:47:00,0.000707322
2/1/2007,13:48:00,0.001103793
2/1/2007,13:49:00,0.000962703
2/1/2007,13:50:00,0.001406154
2/1/2007,13:51:00,0.001552942
2/1/2007,13:52:00,0.001530431
2/1/2007,13:53:00,0.00127709
2/1/2007,13:54:00,0.000660124
2/1/2007,13:55:00,0.001531688
2/1/2007,13:56:00,0.001239088
2/1/2007,13:57:00,0.001152588
2/1/2007,13:58:00,0.000898635
2/1/2007,13:59:00,0.000925602
2/1/2007,14:00:00,0.001025267
2/1/2007,14:01:00,0.00068524
2/1/2007,14:02:00,0.001460954
2/1/2007,14:03:00,0.000838093
2/1/2007,14:04:00,0.000514779
2/1/2007,14:05:00,0.000564993
2/1/2007,14:06:00,0.001056827
2/1/2007,14:07:00,0.001184467
2/1/2007,14:08:00,0.000383913
2/1/2007,14:09:00,0.000532885
2/1/2007,14:10:00,0.00110959
2/1/2007,14:11:00,0.001014063
2/1/2007,14:12:00,0.001091581
2/1/2007,14:13:00,0.001399883
2/1/2007,14:14:00,0.001514994
2/1/2007,14:15:00,0.000765152
2/1/2007,14:16:00,0.000850741
2/1/2007,14:17:00,0.000686215
2/1/2007,14:18:00,0.001332419
2/1/2007,14:19:00,0.000972799
2/1/2007,14:20:00,0.000937652
2/1/2007,14:21:00,0.000974457
2/1/2007,14:22:00,0.000325032
2/1/2007,14:23:00,0.000710592
2/1/2007,14:24:00,0.0012551
2/1/2007,14:25:00,0.001194534
2/1/2007,14:26:00,0.000303954
2/1/2007,14:27:00,0.000660948
2/1/2007,14:28:00,0.000323403
2/1/2007,14:29:00,0.000569188
2/1/2007,14:30:00,0.00133261
2/1/2007,14:31:00,0.001215675
2/1/2007,14:32:00,0.001486401
2/1/2007,14:33:00,0.000764185
2/1/2007,14:34:00,0.001607763
2/1/2007,14:35:00,0.001009497
2/1/2007,14:36:00,0.001634032
2/1/2007,14:37:00,0.001327167
2/1/2007,14:38:00,0.001052859
2/1/2007,14:39:00,0.00103569
2/1/2007,14:40:00,0.001124921
2/1/2007,14:41:00,0.001366421
2/1/2007,14:42:00,0.000903842
2/1/2007,14:43:00,0.000629704
2/1/2007,14:44:00,0.001507936
2/1/2007,14:45:00,0.0006257
2/1/2007,14:46:00,0.000483887
2/1/2007,14:47:00,0.000959424
2/1/2007,14:48:00,0.0011191
2/1/2007,14:49:00,0.001018661
2/1/2007,14:50:00,0.000835382
2/1/2007,14:51:00,0.000952056
2/1/2007,14:52:00,0.001297955
2/1/2007,14:53:00,0.001372575
2/1/2007,14:54:00,0.000763684
2/1/2007,14:55:00,0.000940894
2/1/2007,14:56:00,0.001178362
2/1/2007,14:57:00,0.000703627
2/1/2007,14:58:00,0.00120392
2/1/2007,14:59:00,0.000365371
2/1/2007,15:00:00,0.001149474
2/1/2007,15:01:00,0.000762958
2/1/2007,15:02:00,0.000781502
2/1/2007,15:03:00,0.000629618
2/1/2007,15:04:00,0.004570907
2/1/2007,15:05:00,0.004309059
2/1/2007,15:06:00,0.004167496
2/1/2007,15:07:00,0.004604323
2/1/2007,15:08:00,0.004950088
2/1/2007,15:09:00,0.004859901
2/1/2007,15:10:00,0.0049189
2/1/2007,15:11:00,0.005084093
2/1/2007,15:12:00,0.004543513
2/1/2007,15:13:00,0.004969876
2/1/2007,15:14:00,0.004385019
2/1/2007,15:15:00,0.004827968
2/1/2007,15:16:00,0.004654679
2/1/2007,15:17:00,0.004965929
2/1/2007,15:18:00,0.004429101
2/1/2007,15:19:00,0.004615803
2/1/2007,15:20:00,0.004270868
2/1/2007,15:21:00,0.004649551
2/1/2007,15:22:00,0.004598539
2/1/2007,15:23:00,0.004420766
2/1/2007,15:24:00,0.004303541
2/1/2007,15:25:00,0.005263389
2/1/2007,15:26:00,0.004699957
2/1/2007,15:27:00,0.004635672
2/1/2007,15:28:00,0.004783285
2/1/2007,15:29:00,0.004358263
2/1/2007,15:30:00,0.004885515
2/1/2007,15:31:00,0.004861402
2/1/2007,15:32:00,0.005159348
2/1/2007,15:33:00,0.004394103
2/1/2007,15:34:00,0.004897224
2/1/2007,15:35:00,0.004341744
2/1/2007,15:36:00,0.005036347
2/1/2007,15:37:00,0.004583814
2/1/2007,15:38:00,0.005079873
2/1/2007,15:39:00,0.004902545
2/1/2007,15:40:00,0.00414367
2/1/2007,15:41:00,0.004528292
2/1/2007,15:42:00,0.004718798
2/1/2007,15:43:00,0.004513922
2/1/2007,15:44:00,0.005775336
2/1/2007,15:45:00,0.004617831
2/1/2007,15:46:00,0.005562655
2/1/2007,15:47:00,0.005561203
2/1/2007,15:48:00,0.005933799
2/1/2007,15:49:00,0.005437036
2/1/2007,15:50:00,0.005526693
2/1/2007,15:51:00,0.005068033
2/1/2007,15:52:00,0.004094499
2/1/2007,15:53:00,0.004421835
2/1/2007,15:54:00,0.004119343
2/1/2007,15:55:00,0.0041391
2/1/2007,15:56:00,0.003419548
2/1/2007,15:57:00,0.000889578
2/1/2007,15:58:00,0.000968538
2/1/2007,15:59:00,0.000592571
2/1/2007,16:00:00,0.000700745
2/1/2007,16:01:00,0.000951062
2/1/2007,16:02:00,0.000916234
2/1/2007,16:03:00,0.0008502
2/1/2007,16:04:00,0.000321913
2/1/2007,16:05:00,0.000851066
2/1/2007,16:06:00,0.001046559
2/1/2007,16:07:00,0.001916154
2/1/2007,16:08:00,0.004699692
2/1/2007,16:09:00,0.004266747
2/1/2007,16:10:00,0.004621391
2/1/2007,16:11:00,0.004228496
2/1/2007,16:12:00,0.004846502
2/1/2007,16:13:00,0.00419776
2/1/2007,16:14:00,0.004046938
2/1/2007,16:15:00,0.004793208
2/1/2007,16:16:00,0.004349311
2/1/2007,16:17:00,0.004887639
2/1/2007,16:18:00,0.004198502
2/1/2007,16:19:00,0.003948304
2/1/2007,16:20:00,0.004541128
2/1/2007,16:21:00,0.003940002
2/1/2007,16:22:00,0.004313758
2/1/2007,16:23:00,0.003808613
2/1/2007,16:24:00,0.003884741
2/1/2007,16:25:00,0.00442476
2/1/2007,16:26:00,0.00371914
2/1/2007,16:27:00,0.003806299
2/1/2007,16:28:00,0.003895913
2/1/2007,16:29:00,0.004343063
2/1/2007,16:30:00,0.004195339
2/1/2007,16:31:00,0.003847946
2/1/2007,16:32:00,0.004308516
2/1/2007,16:33:00,0.004340213
2/1/2007,16:34:00,0.004361816
2/1/2007,16:35:00,0.00482548
2/1/2007,16:36:00,0.004177739
2/1/2007,16:37:00,0.00414134
2/1/2007,16:38:00,0.0039287
2/1/2007,16:39:00,0.004666599
2/1/2007,16:40:00,0.004855238
2/1/2007,16:41:00,0.004610376
2/1/2007,16:42:00,0.004196019
2/1/2007,16:43:00,0.005517648
2/1/2007,16:44:00,0.005244463
2/1/2007,16:45:00,0.005088302
2/1/2007,16:46:00,0.005801665
2/1/2007,16:47:00,0.005817285
2/1/2007,16:48:00,0.005184372
2/1/2007,16:49:00,0.005453464
2/1/2007,16:50:00,0.005080278
2/1/2007,16:51:00,0.005569298
2/1/2007,16:52:00,0.005533241
2/1/2007,16:53:00,0.00540346
2/1/2007,16:54:00,0.006296939
2/1/2007,16:55:00,0.006435335
2/1/2007,16:56:00,0.007314902
2/1/2007,16:57:00,0.008080871
2/1/2007,16:58:00,0.007627972
2/1/2007,16:59:00,0.008840157
2/1/2007,17:00:00,0.00856567
2/1/2007,17:01:00,0.007917881
